Name,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
Hovd,NO,23 Oct 2019 07:24:47,63.83,10.7,10.56,81,75,3.1
Bandarbeyla,SO,23 Oct 2019 07:24:47,9.49,50.81,27.07,75,0,4.16
Pringsewu,ID,23 Oct 2019 07:24:47,-5.36,104.98,21.63,98,100,1.29
Ruteng,ID,23 Oct 2019 07:24:48,-8.61,120.46,19.49,75,65,1.36
Lewistown,US,23 Oct 2019 07:24:48,40.39,-90.15,10.0,61,75,1.5
Saint-Joseph,FR,23 Oct 2019 07:24:48,43.56,6.97,23.0,53,100,7.7
Tessaoua,NE,23 Oct 2019 07:24:49,13.76,7.99,37.22,11,79,6.49
Oktyabrskiy,RU,23 Oct 2019 07:24:49,55.61,37.97,13.0,66,40,3.0
Saldus,LV,23 Oct 2019 07:24:49,56.67,22.49,8.94,86,100,3.43
Ostrovnoy,RU,23 Oct 2019 07:21:04,68.05,39.51,-2.38,81,99,3.11
Port-Cartier,CA,23 Oct 2019 07:24:50,50.03,-66.88,6.11,87,90,8.2
Kindu,CD,23 Oct 2019 07:24:50,-2.95,25.92,25.99,92,86,0.92
Biak,ID,23 Oct 2019 07:24:50,-0.91,122.88,27.09,71,92,4.94
Caibarien,CU,23 Oct 2019 07:24:50,22.52,-79.47,28.0,78,75,2.6
Tateyama,JP,23 Oct 2019 07:24:51,36.66,137.31,17.22,89,100,2.01
Rafaela,AR,23 Oct 2019 07:24:51,-31.25,-61.49,25.56,41,0,1.79
Elat,CM,23 Oct 2019 07:24:51,2.91,11.16,20.68,97,100,1.67
Chongwe,ZM,23 Oct 2019 07:24:52,-15.33,28.68,36.0,15,20,5.1
Birin,NP,23 Oct 2019 07:24:52,26.89,88.07,23.0,88,75,0.5
Ribera,IT,23 Oct 2019 07:24:52,37.5,13.27,25.0,75,99,4.92
Awbari,LY,23 Oct 2019 07:24:52,26.59,12.77,29.63,20,0,3.09
Haines Junction,CA,23 Oct 2019 07:24:53,60.75,-137.51,-5.27,96,100,3.6
Bathsheba,BB,23 Oct 2019 07:24:53,13.22,-59.52,30.0,70,40,5.7
Nhulunbuy,AU,23 Oct 2019 07:20:41,-12.18,136.78,23.0,88,56,2.92
Bodden Town,KY,23 Oct 2019 07:24:53,19.28,-81.25,30.56,74,20,3.6
Harper,US,23 Oct 2019 07:24:54,30.3,-99.24,18.33,67,1,1.5
Rapid Valley,US,23 Oct 2019 07:24:54,44.06,-103.15,6.67,100,75,11.3
Evensk,RU,23 Oct 2019 07:24:54,61.92,159.24,-11.35,45,0,4.78
Yulara,AU,23 Oct 2019 07:24:55,-25.24,130.99,26.0,11,68,2.6
Khash,IR,23 Oct 2019 07:24:55,28.22,61.21,19.93,23,0,2.15
Shitkino,RU,23 Oct 2019 07:21:11,56.37,98.35,-2.38,61,100,2.0
Puerto Escondido,MX,23 Oct 2019 07:24:55,15.86,-97.07,25.0,73,40,3.1
Bojnurd,IR,23 Oct 2019 07:24:56,37.47,57.33,13.0,82,90,3.1
Mandvi,IN,23 Oct 2019 07:24:56,21.25,73.3,26.0,94,75,1.5
Paamiut,GL,23 Oct 2019 07:24:56,61.99,-49.67,2.77,58,83,1.41
Caxias,BR,23 Oct 2019 07:24:57,-4.87,-43.35,32.0,55,75,3.1
Forio,IT,23 Oct 2019 07:24:57,40.73,13.86,27.78,42,0,2.6
Martinez,US,23 Oct 2019 07:24:57,38.01,-122.13,20.56,66,1,1.44
Meulaboh,ID,23 Oct 2019 07:24:58,4.14,96.13,26.04,84,100,1.42
Camacha,PT,23 Oct 2019 07:24:58,33.08,-16.33,22.0,60,75,1.0
Iqaluit,CA,23 Oct 2019 07:24:59,63.75,-68.52,0.0,89,90,10.3
Sainte-Suzanne,CH,23 Oct 2019 07:24:59,47.51,6.77,18.0,82,75,4.38
Male,UA,23 Oct 2019 07:24:59,50.74,33.7,14.43,69,100,2.35
Niono,ML,23 Oct 2019 07:24:59,14.25,-5.99,37.72,24,93,5.49
Yerofey Pavlovich,RU,23 Oct 2019 07:25:00,53.97,121.97,-4.17,97,92,0.79
At-Bashi,KG,23 Oct 2019 07:25:00,41.17,75.81,-5.68,59,9,1.5
Saint-Pierre,FR,23 Oct 2019 07:25:00,48.95,4.24,17.22,82,89,3.1
Guarda,PT,23 Oct 2019 07:21:23,40.54,-7.27,11.67,85,100,3.21
Isla Vista,US,23 Oct 2019 07:25:01,34.41,-119.86,21.67,66,1,2.1
Huitziltepec,MX,23 Oct 2019 07:25:01,17.76,-99.48,18.89,93,100,0.34
Kaeo,NZ,23 Oct 2019 07:25:01,-35.1,173.78,10.0,96,84,7.58
Waingapu,ID,23 Oct 2019 07:25:02,-9.65,120.26,26.69,80,6,5.03
Verkhnevilyuysk,RU,23 Oct 2019 07:25:02,63.45,120.31,-7.68,90,61,1.09
Nordhausen,DE,23 Oct 2019 07:25:02,51.51,10.79,18.33,100,90,2.6
Carora,VE,23 Oct 2019 07:25:03,10.17,-70.08,25.77,67,98,1.9
Rawson,AR,23 Oct 2019 07:25:03,-43.3,-65.11,9.38,90,92,3.96
Nago,IT,23 Oct 2019 07:25:03,45.88,10.89,23.33,60,20,2.6
Prince Rupert,CA,23 Oct 2019 07:21:04,54.32,-130.32,9.0,87,90,2.6
Yarada,IN,23 Oct 2019 07:25:04,17.65,83.27,25.0,100,90,1.0
Sawakin,SD,23 Oct 2019 07:25:04,19.1,37.33,30.83,75,6,3.59
Shellbrook,CA,23 Oct 2019 07:25:04,53.22,-106.39,-6.0,85,75,1.24
Necochea,AR,23 Oct 2019 07:25:04,-38.55,-58.74,10.56,90,99,4.02
Avera,US,23 Oct 2019 07:25:05,33.19,-82.53,16.0,58,1,2.6
Innisfail,AU,23 Oct 2019 07:25:05,-17.52,146.03,21.44,85,91,2.86
Anloga,GH,23 Oct 2019 07:25:05,5.79,0.9,26.0,94,20,4.6
Siauliai,LT,23 Oct 2019 07:25:06,55.93,23.32,12.0,66,75,5.7
Harqalah,SY,23 Oct 2019 07:25:06,35.96,38.95,24.85,28,100,3.6
Bowen,AU,23 Oct 2019 07:25:06,-20.01,148.25,21.11,77,40,2.6
Waipawa,NZ,23 Oct 2019 07:25:06,-39.94,176.59,1.43,95,41,1.7
Gudari,IN,23 Oct 2019 07:25:07,19.34,83.79,21.18,98,100,1.74
Rocha,UY,23 Oct 2019 07:25:07,-34.48,-54.34,18.98,53,0,7.88
Coquimbo,CL,23 Oct 2019 07:25:07,-29.95,-71.34,22.78,85,90,3.1
Te Anau,NZ,23 Oct 2019 07:25:08,-45.41,167.72,6.18,71,40,2.92
Solnechnyy,RU,23 Oct 2019 07:25:08,50.72,136.64,0.23,69,0,1.63
Paka,CF,23 Oct 2019 07:25:08,4.15,15.03,23.97,94,100,1.76
Alofi,NU,23 Oct 2019 07:25:08,-19.06,-169.92,23.0,100,98,2.1
Plaster Rock,CA,23 Oct 2019 07:25:09,46.91,-67.4,7.0,93,90,2.1
Rosarito,CO,23 Oct 2019 07:25:09,4.91,-75.23,21.0,100,90,1.5
Lorengau,PG,23 Oct 2019 07:25:10,-2.02,147.27,29.05,72,82,4.2
Praya,ID,23 Oct 2019 07:25:10,-8.71,116.27,27.0,78,75,3.1
San Andres,PH,23 Oct 2019 07:22:32,13.32,122.68,24.58,91,0,1.92
Okha,RU,23 Oct 2019 07:25:10,53.59,142.95,2.04,88,27,5.22
Dingle,PH,23 Oct 2019 07:25:11,11.0,122.67,23.66,89,28,2.67
Oyama,JP,23 Oct 2019 07:25:11,36.31,139.8,21.11,93,75,1.5
Sao Jose da Coroa Grande,BR,23 Oct 2019 07:25:11,-8.9,-35.15,25.63,74,94,4.96
Yantal,RU,23 Oct 2019 07:25:12,56.85,105.25,-5.13,90,100,3.18
Leshukonskoye,RU,23 Oct 2019 07:25:12,64.9,45.76,0.58,88,95,2.65
Muros,ES,23 Oct 2019 07:25:12,42.77,-9.06,18.33,76,75,4.6
Codrington,AU,23 Oct 2019 07:25:13,-28.95,153.24,16.11,93,0,1.18
Sangolqui,EC,23 Oct 2019 07:25:13,-0.33,-78.45,14.0,87,90,1.0
Soubre,CI,23 Oct 2019 07:25:13,5.79,-6.61,26.71,92,100,2.09
Binzhou,CN,23 Oct 2019 07:25:14,37.38,117.96,17.59,59,23,1.1
Cadiz,US,23 Oct 2019 07:25:14,40.27,-81.0,10.56,66,1,6.2
Dehloran,IR,23 Oct 2019 07:25:14,32.69,47.27,29.81,21,100,3.79
Ternate,PH,23 Oct 2019 07:25:15,14.29,120.72,29.0,70,40,3.1
Abhar,IR,23 Oct 2019 07:25:15,36.14,49.22,9.62,85,100,1.98
Saskylakh,RU,23 Oct 2019 07:25:15,71.97,114.09,-14.94,86,45,6.56
Leningradskiy,RU,23 Oct 2019 07:25:16,69.38,178.42,-5.95,75,97,4.92
Larap,PH,23 Oct 2019 07:25:16,14.3,122.65,28.05,74,0,4.67
Gat,SN,23 Oct 2019 07:25:16,14.69,-16.54,31.0,45,100,7.7
La Gomera,GT,23 Oct 2019 07:25:17,14.09,-91.05,25.0,94,90,2.1
Benguela,AO,23 Oct 2019 07:25:17,-12.58,13.4,26.0,74,75,4.1
Port Moresby,PG,23 Oct 2019 07:25:17,-9.47,147.16,26.0,88,75,7.7
Hastings,NZ,23 Oct 2019 07:23:50,-39.64,176.84,8.36,67,29,5.76
Hirara,JP,23 Oct 2019 07:25:18,24.8,125.28,24.1,73,0,6.51
Ushibuka,JP,23 Oct 2019 07:25:18,32.19,130.02,19.25,92,100,11.36
Ilembula,TZ,23 Oct 2019 07:25:18,-8.9,34.58,25.06,45,30,5.45
Padang,ID,23 Oct 2019 07:25:18,-0.92,100.36,19.45,92,72,0.97
Constitucion,MX,23 Oct 2019 07:25:19,23.99,-104.67,14.44,81,20,1.0
Nkhotakota,MW,23 Oct 2019 07:25:19,-12.93,34.3,28.24,68,32,1.79
Jacareacanga,BR,23 Oct 2019 07:25:19,-6.22,-57.76,26.0,88,75,0.81
Saint Peters,US,23 Oct 2019 07:25:20,35.62,-89.39,12.22,76,1,2.1
Manavalakurichi,IN,23 Oct 2019 07:25:20,8.13,77.3,29.0,79,75,3.1
Ponta Grossa,BR,23 Oct 2019 07:25:20,-25.09,-50.16,24.94,50,48,0.83
Honiara,SB,23 Oct 2019 07:25:21,-9.43,159.96,24.0,94,40,1.0
Luganville,VU,23 Oct 2019 07:25:21,-15.51,167.18,21.89,92,84,2.11
Bani Walid,LY,23 Oct 2019 07:25:22,31.76,14.0,27.53,27,0,5.1
Nome,US,23 Oct 2019 07:25:22,30.04,-94.42,23.33,72,1,2.1
Yartsevo,RU,23 Oct 2019 07:25:22,55.07,32.69,10.84,77,80,3.39
Garoua,CM,23 Oct 2019 07:25:22,9.31,13.39,33.0,55,20,1.5
Kot Samaba,PK,23 Oct 2019 07:25:23,28.55,70.47,28.62,16,0,2.53
Celano,IT,23 Oct 2019 07:25:23,42.09,13.54,27.0,41,14,2.6
Mandera,ET,23 Oct 2019 07:25:23,3.94,41.86,32.66,41,10,4.46
Svetlaya,RU,23 Oct 2019 07:25:24,46.54,138.33,9.41,56,0,4.29
Kununurra,AU,23 Oct 2019 07:25:24,-15.77,128.74,27.0,61,16,3.1
Yatou,CM,23 Oct 2019 07:25:24,3.63,9.81,28.0,83,75,1.5
Valparaiso,US,23 Oct 2019 07:25:24,41.47,-87.06,8.33,62,1,4.6
Log,SI,23 Oct 2019 07:25:25,46.0,15.32,25.0,64,93,1.0
Rafraf,TN,23 Oct 2019 07:25:25,37.19,10.18,28.0,61,40,9.8
Palmer,AU,23 Oct 2019 07:25:25,-34.85,139.16,25.0,34,0,3.1
Izhma,RU,23 Oct 2019 07:25:26,65.01,53.91,0.96,94,100,6.6
Jalu,LY,23 Oct 2019 07:25:26,29.03,21.55,26.19,29,0,4.88
Laguna,BZ,23 Oct 2019 07:25:26,16.17,-88.94,24.0,94,75,2.1
Bacolod,PH,23 Oct 2019 07:25:27,10.68,122.95,24.09,86,42,1.52
Shimoda,JP,23 Oct 2019 07:25:27,34.7,138.93,22.0,73,75,5.1
Viedma,AR,23 Oct 2019 07:25:27,-40.81,-62.99,12.49,73,100,7.32
Guanica,PR,23 Oct 2019 07:25:27,17.97,-66.91,31.67,74,1,6.7
Shalinskoye,RU,23 Oct 2019 07:25:28,55.72,93.76,-2.41,69,0,5.1
Ures,MX,23 Oct 2019 07:25:28,30.73,-112.95,16.67,44,0,1.79
Srisailam,IN,23 Oct 2019 07:25:28,16.07,78.87,21.42,94,100,0.98
Panaba,MX,23 Oct 2019 07:25:29,21.28,-88.27,27.76,72,85,4.75
Petrozavodsk,RU,23 Oct 2019 07:25:29,61.79,34.39,5.94,80,100,4.27
Najran,SA,23 Oct 2019 07:25:29,17.54,44.22,30.0,16,1,3.1
Ventspils,LV,23 Oct 2019 07:25:29,57.39,21.56,12.0,81,90,5.1
Portland,US,23 Oct 2019 07:24:58,43.66,-70.25,14.0,93,90,6.7
Hamilton,CA,23 Oct 2019 07:21:14,43.26,-79.87,13.33,66,20,6.7
Kanye,BW,23 Oct 2019 07:25:30,-24.98,25.34,33.54,6,31,7.48
Shakawe,BW,23 Oct 2019 07:25:31,-18.36,21.84,39.52,9,48,2.44
Zhanaozen,KZ,23 Oct 2019 07:25:31,43.35,52.85,13.68,32,49,3.45
Cockburn Town,TC,23 Oct 2019 07:25:31,21.46,-71.14,27.81,77,0,8.27
Pinheiro,BR,23 Oct 2019 07:25:31,-2.53,-45.09,33.59,44,33,1.14
Mitsamiouli,KM,23 Oct 2019 07:25:32,-11.38,43.28,30.0,66,40,4.6
Ixtapa,MX,23 Oct 2019 07:25:32,20.71,-105.21,26.11,94,90,1.33
Tibati,CM,23 Oct 2019 07:25:32,6.47,12.63,24.9,82,99,0.11
Maniwaki,CA,23 Oct 2019 07:25:33,46.38,-75.98,8.96,83,20,4.09
Luba,PH,23 Oct 2019 07:25:33,17.32,120.7,22.85,93,0,1.38
Snezhnogorsk,RU,23 Oct 2019 07:25:34,69.19,33.23,-1.0,92,100,2.0
Conceicao do Araguaia,BR,23 Oct 2019 07:25:34,-8.26,-49.26,37.45,32,20,0.99
Sakaiminato,JP,23 Oct 2019 07:25:34,35.55,133.23,19.0,72,75,5.1
Fort-Shevchenko,KZ,23 Oct 2019 07:25:35,44.51,50.26,13.09,46,0,3.75
Khani,GE,23 Oct 2019 07:25:35,41.96,42.96,20.0,82,99,2.6
Falam,MM,23 Oct 2019 07:25:35,22.91,93.68,16.04,97,24,0.31
Acajutla,SV,23 Oct 2019 07:25:36,13.59,-89.83,22.0,100,75,1.4
Linxia,CN,23 Oct 2019 07:25:36,35.6,103.21,-0.08,94,100,3.04
Pisco,PE,23 Oct 2019 07:25:36,-13.71,-76.2,22.0,30,87,2.1
Mandalgovi,MN,23 Oct 2019 07:25:36,45.76,106.27,-5.51,50,100,4.64
Kendari,ID,23 Oct 2019 07:25:37,-3.99,122.52,21.87,93,98,0.91
Lamu,CN,23 Oct 2019 07:25:37,35.77,102.37,-1.14,91,100,2.83
Eyl,SO,23 Oct 2019 07:25:37,7.98,49.82,27.31,73,0,5.92
Vadlapudi,IN,23 Oct 2019 07:25:38,14.32,79.8,25.28,81,100,1.29
Banda Aceh,ID,23 Oct 2019 07:21:03,5.56,95.32,23.75,91,100,1.43
Rock Sound,BS,23 Oct 2019 07:25:38,24.9,-76.2,27.17,79,9,5.82
Waddan,LY,23 Oct 2019 07:25:38,29.16,16.14,26.72,25,0,3.12
College,US,23 Oct 2019 07:25:39,64.86,-147.8,0.0,79,75,3.1
Mindelo,PT,23 Oct 2019 07:25:39,41.31,-8.72,18.33,72,20,7.7
Rudnogorsk,RU,23 Oct 2019 07:25:39,57.27,103.75,-4.49,91,100,2.77
Los Llanos de Aridane,ES,23 Oct 2019 07:25:40,28.66,-17.92,22.0,73,75,2.1
Roebourne,AU,23 Oct 2019 07:25:40,-20.77,117.15,29.99,11,0,7.26
Mao,DO,23 Oct 2019 07:25:40,19.55,-71.08,29.44,94,75,2.6
Karasjok,NO,23 Oct 2019 07:25:41,69.47,25.52,-1.0,100,75,6.7
Upata,VE,23 Oct 2019 07:25:41,8.02,-62.41,30.56,63,79,1.79
Kibala,TD,23 Oct 2019 07:25:41,9.11,18.35,31.0,62,20,2.1
Hofn,IS,23 Oct 2019 07:25:42,64.25,-15.21,-2.0,46,20,14.4
Nuristan,UZ,23 Oct 2019 07:25:42,38.49,65.64,17.0,27,0,2.1
Anadyr,RU,23 Oct 2019 07:25:42,64.73,177.51,-9.0,85,75,3.0
Auki,NG,23 Oct 2019 07:25:43,12.18,6.51,35.1,20,65,3.43
Kovdor,RU,23 Oct 2019 07:25:43,67.56,30.47,-2.42,94,99,2.49
Uruzgan,AF,23 Oct 2019 07:25:43,32.93,66.63,3.76,53,0,1.53
Jijiga,ET,23 Oct 2019 07:25:44,9.35,42.8,19.18,45,0,6.29
Mildura,AU,23 Oct 2019 07:25:44,-34.18,142.16,21.0,18,0,3.1
Georgiyevka,RU,23 Oct 2019 07:25:44,52.25,40.45,13.03,79,95,3.13
Bilma,NE,23 Oct 2019 07:25:45,18.69,12.92,34.86,6,41,6.02
Sao Joao da Barra,BR,23 Oct 2019 07:25:45,-21.64,-41.05,25.0,69,75,4.99
Hailar,CN,23 Oct 2019 07:25:45,49.2,119.7,-3.14,69,33,3.05
Yerbogachen,RU,23 Oct 2019 07:25:46,61.28,108.01,-7.14,80,3,2.4
Tabas,IR,23 Oct 2019 07:25:46,33.6,56.92,27.0,18,1,3.1
Piacabucu,BR,23 Oct 2019 07:25:46,-10.41,-36.43,28.26,63,29,6.12
Ayr,AU,23 Oct 2019 07:25:46,-19.58,147.4,19.44,73,34,6.23
Faya,SA,23 Oct 2019 07:25:47,18.39,42.45,24.0,44,20,5.1
Vizinga,RU,23 Oct 2019 07:25:47,61.08,50.08,5.33,81,99,4.99
Mehamn,NO,23 Oct 2019 07:25:48,71.03,27.85,0.0,87,75,2.6
Opuwo,NA,23 Oct 2019 07:25:48,-18.06,13.84,33.71,8,0,7.2
Beloha,MG,23 Oct 2019 07:25:48,-25.17,45.06,24.07,75,0,8.66
Sur,OM,23 Oct 2019 07:25:49,22.57,59.53,27.54,69,0,4.7
Severodvinsk,RU,23 Oct 2019 07:23:08,64.56,39.82,3.0,86,90,3.0
Teofilo Otoni,BR,23 Oct 2019 07:25:49,-17.86,-41.51,25.04,77,95,2.69
Riyadh,SA,23 Oct 2019 07:20:18,24.63,46.72,34.0,12,0,1.5
Quelimane,MZ,23 Oct 2019 07:25:50,-17.88,36.89,26.89,81,63,5.39
Rokytne,UA,23 Oct 2019 07:25:50,51.27,27.23,15.39,80,100,1.24
Mount Isa,AU,23 Oct 2019 07:25:50,-20.73,139.49,27.0,21,2,2.1
Flinders,AU,23 Oct 2019 07:25:51,-34.58,150.85,18.33,95,0,2.24
Pakala,GM,23 Oct 2019 07:25:51,13.62,-15.52,36.39,31,100,3.95
Natal,BR,23 Oct 2019 07:25:52,-5.81,-35.21,30.0,51,75,5.1
Oneonta,US,23 Oct 2019 07:24:34,42.45,-75.06,11.67,77,0,1.79
Hami,CN,23 Oct 2019 07:25:52,42.84,93.51,2.47,33,0,1.19
Cairns,AU,23 Oct 2019 07:17:56,-16.92,145.77,23.0,73,90,5.1
Rogaska Slatina,SI,23 Oct 2019 07:25:53,46.24,15.64,25.0,64,93,1.0
Richards Bay,ZA,23 Oct 2019 07:25:53,-28.77,32.06,25.91,73,0,1.73
Eureka,US,23 Oct 2019 07:25:53,40.8,-124.16,12.22,100,90,2.41
Maniitsoq,GL,23 Oct 2019 07:25:53,65.42,-52.9,0.42,61,85,5.97
Surt,LY,23 Oct 2019 07:25:54,31.21,16.59,24.64,49,0,7.47
Kodoli,IN,23 Oct 2019 07:25:54,16.88,74.2,20.87,96,100,0.55
Sevsk,RU,23 Oct 2019 07:25:55,52.15,34.49,13.31,80,33,3.1
Christchurch,NZ,23 Oct 2019 07:25:55,-43.53,172.64,9.44,81,100,2.6
Kampot,KH,23 Oct 2019 07:25:55,10.62,104.18,27.0,94,20,0.5
Moron,HT,23 Oct 2019 07:25:56,18.56,-74.26,28.49,68,4,0.99
Rome,IT,23 Oct 2019 07:23:36,41.89,12.48,28.0,44,21,3.6
Saint-Denis,FR,23 Oct 2019 07:25:56,48.94,2.36,15.0,82,90,2.6
Markova,RU,23 Oct 2019 07:25:56,52.21,104.21,-3.0,68,96,3.0
Gizo,IL,23 Oct 2019 07:25:57,31.8,34.94,26.0,50,20,2.6
Black River,JM,23 Oct 2019 07:25:57,18.03,-77.85,30.56,70,20,6.2
Bocana,PH,23 Oct 2019 07:25:57,10.01,122.72,27.99,79,100,3.58
Smirnykh,RU,23 Oct 2019 07:25:58,49.74,142.83,2.49,75,0,3.85
Petropavlivka,UA,23 Oct 2019 07:25:58,48.46,36.42,15.82,53,99,0.98
Koslan,RU,23 Oct 2019 07:25:58,63.46,48.9,2.71,89,100,5.48
Bireun,ID,23 Oct 2019 07:25:59,5.2,96.7,20.76,93,97,0.41
Montlucon,FR,23 Oct 2019 07:25:59,46.33,2.6,14.44,92,100,0.45
Hobyo,SO,23 Oct 2019 07:25:59,5.35,48.53,27.27,72,0,5.07
Tabalosos,PE,23 Oct 2019 07:26:00,-6.39,-76.63,17.0,100,40,1.29
Dukstas,LT,23 Oct 2019 07:26:00,55.53,26.33,9.44,85,100,2.54
Colares,PT,23 Oct 2019 07:26:00,38.8,-9.45,19.0,55,20,9.8
Malanje,AO,23 Oct 2019 07:26:00,-9.54,16.35,26.0,88,75,1.0
Carvalhosa,PT,23 Oct 2019 07:26:01,41.3,-8.36,18.33,72,20,7.7
Ulladulla,AU,23 Oct 2019 07:26:01,-35.36,150.48,16.67,100,0,2.1
Sao Gabriel da Cachoeira,BR,23 Oct 2019 07:26:01,-0.13,-67.09,27.0,83,20,2.6
Sitka,US,23 Oct 2019 07:26:02,37.17,-99.65,14.01,39,20,3.35
Kulhudhuffushi,MV,23 Oct 2019 07:26:02,6.62,73.07,26.01,89,100,7.1
Tiznit,MA,23 Oct 2019 07:26:02,29.7,-9.73,17.63,32,0,4.32
Rovaniemi,FI,23 Oct 2019 07:26:03,66.5,25.72,0.0,96,90,4.1
Villanueva,HN,23 Oct 2019 07:26:03,15.32,-87.99,26.11,94,75,2.1
Baiyin,CN,23 Oct 2019 07:26:03,36.55,104.13,2.0,69,90,7.0
Trelew,AR,23 Oct 2019 07:25:52,-43.25,-65.31,12.92,63,67,4.25
Altamira,BR,23 Oct 2019 07:26:04,-3.2,-52.21,29.0,70,75,4.1
Laurel,US,23 Oct 2019 07:24:38,39.1,-76.85,16.11,100,1,3.6
Mantua,IT,23 Oct 2019 07:26:05,45.16,10.79,23.33,60,20,2.6
Kahului,US,23 Oct 2019 07:21:28,20.89,-156.47,25.0,83,75,7.7
Katherine,AU,23 Oct 2019 07:26:05,-14.47,132.26,31.0,38,64,5.1
Vredendal,ZA,23 Oct 2019 07:26:05,-31.68,18.49,18.87,45,100,7.23
Balakirevo,RU,23 Oct 2019 07:26:06,56.51,38.84,9.99,82,100,3.76
Nabire,ID,23 Oct 2019 07:26:06,-3.36,135.5,22.11,97,44,0.89
Kutoarjo,ID,23 Oct 2019 07:26:06,-7.72,109.9,20.5,93,100,0.62
Evansville,US,23 Oct 2019 07:23:35,37.97,-87.56,10.56,66,1,2.6
Vila Real,PT,23 Oct 2019 07:26:07,41.3,-7.75,16.67,65,100,0.45
Ouango,CD,23 Oct 2019 07:26:07,4.31,22.55,26.23,87,47,0.9
Ginir,ET,23 Oct 2019 07:26:07,7.14,40.71,16.45,70,0,2.06
Manzanillo,MX,23 Oct 2019 07:26:08,19.05,-104.32,25.0,73,40,2.6
Baranchinskiy,RU,23 Oct 2019 07:26:08,58.16,59.7,3.91,87,100,7.73
Mumford,GH,23 Oct 2019 07:26:08,5.26,-0.76,28.72,72,85,4.38
Hirosaki,JP,23 Oct 2019 07:26:09,40.61,140.38,12.22,94,100,1.34
Petropavlovsk-Kamchatskiy,RU,23 Oct 2019 07:26:09,53.05,158.65,1.0,80,71,3.0
South River,US,23 Oct 2019 07:26:09,40.45,-74.39,17.22,63,1,6.7
Lompoc,US,23 Oct 2019 07:26:09,34.64,-120.46,21.11,70,1,2.6
Miri,NG,23 Oct 2019 07:26:10,10.31,9.75,33.07,38,48,3.39
Prince George,CA,23 Oct 2019 07:26:10,53.92,-122.75,-1.67,92,1,1.5
Eten,PE,23 Oct 2019 07:26:10,-6.91,-79.86,19.0,29,40,2.1
Celestun,MX,23 Oct 2019 07:26:11,20.87,-90.4,28.09,74,45,8.02
Dessalines,HT,23 Oct 2019 07:26:11,19.26,-72.52,29.0,62,40,2.1
Sembakung,ID,23 Oct 2019 07:26:11,3.82,117.25,26.0,88,20,0.41
Sayat,TM,23 Oct 2019 07:26:11,38.78,63.88,19.0,25,0,3.1
Menongue,AO,23 Oct 2019 07:26:12,-14.66,17.68,34.91,10,50,2.15
